,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
280,CHI,CHI vs. MIL,04/30/2021,,L,240,98,37,96,38.5,10,33,30.3,14,21,66.7,14,36,50,23,5,5,10,18,-10
281,MIL,MIL @ CHI,04/30/2021,,W,240,108,42,90,46.7,9,25,36.0,15,20,75.0,8,43,51,24,5,5,11,19,10
282,SAC,SAC @ LAL,04/30/2021,,W,240,110,39,86,45.3,12,33,36.4,20,22,90.9,11,26,37,29,10,3,17,16,4
283,LAL,LAL vs. SAC,04/30/2021,,L,240,106,42,83,50.6,7,28,25.0,15,21,71.4,11,32,43,24,9,12,21,17,-4
284,ATL,ATL @ PHI,04/30/2021,,L,240,104,36,82,43.9,10,28,35.7,22,28,78.6,12,34,46,19,3,8,18,23,-22
285,PHI,PHI vs. ATL,04/30/2021,,W,240,126,47,101,46.5,10,28,35.7,22,26,84.6,18,32,50,27,8,6,9,21,22
286,OKC,OKC vs. NOP,04/29/2021,,L,240,95,34,89,38.2,11,39,28.2,16,20,80.0,12,41,53,18,6,4,22,21,-14
287,NOP,NOP @ OKC,04/29/2021,,W,240,109,45,101,44.6,5,29,17.2,14,19,73.7,15,41,56,26,11,6,12,22,14
288,GSW,GSW @ MIN,04/29/2021,,L,240,114,42,85,49.4,15,38,39.5,15,21,71.4,4,30,34,28,10,7,10,21,-12
289,MIN,MIN vs. GSW,04/29/2021,,W,240,126,43,94,45.7,20,41,48.8,20,29,69.0,16,41,57,31,5,2,14,21,12
290,TOR,TOR @ DEN,04/29/2021,,L,240,111,40,83,48.2,16,32,50.0,15,18,83.3,7,29,36,27,10,6,16,19,-10
291,DEN,DEN vs. TOR,04/29/2021,,W,240,121,44,93,47.3,12,35,34.3,21,26,80.8,14,33,47,22,6,7,11,16,10
292,BKN,BKN @ IND,04/29/2021,,W,240,130,47,89,52.8,12,35,34.3,24,28,85.7,8,42,50,35,3,5,14,19,17
293,IND,IND vs. BKN,04/29/2021,,L,240,113,41,96,42.7,11,39,28.2,20,21,95.2,7,31,38,23,8,6,10,23,-17
294,DET,DET vs. DAL,04/29/2021,,L,240,105,36,71,50.7,10,29,34.5,23,34,67.6,3,36,39,26,7,5,18,23,-10
295,DAL,DAL @ DET,04/29/2021,,W,240,115,40,89,44.9,13,30,43.3,22,23,95.7,8,27,35,22,6,2,12,20,10
296,HOU,HOU vs. MIL,04/29/2021,,W,240,143,49,98,50.0,25,46,54.3,20,24,83.3,16,36,52,23,6,6,18,23,7
297,MIL,MIL @ HOU,04/29/2021,,L,240,136,49,93,52.7,16,39,41.0,22,25,88.0,8,30,38,27,12,5,14,21,-7
298,MEM,MEM vs. POR,04/28/2021,,L,240,109,37,88,42.0,9,32,28.1,26,30,86.7,8,36,44,26,7,6,11,21,-21
299,POR,POR @ MEM,04/28/2021,,W,240,130,45,92,48.9,15,40,37.5,25,28,89.3,11,40,51,23,7,6,10,20,21
300,LAL,LAL @ WAS,04/28/2021,,L,240,107,42,96,43.8,10,34,29.4,13,21,61.9,13,28,41,31,10,8,10,20,-9
301,WAS,WAS vs. LAL,04/28/2021,,W,240,116,47,90,52.2,6,18,33.3,16,21,76.2,10,40,50,24,6,4,14,20,9
302,DEN,DEN vs. NOP,04/28/2021,,W,240,114,43,85,50.6,10,32,31.3,18,23,78.3,3,35,38,26,14,8,18,17,2
303,NOP,NOP @ DEN,04/28/2021,,L,240,112,43,87,49.4,12,30,40.0,14,19,73.7,6,36,42,27,13,5,21,24,-2
304,SAC,SAC vs. UTA,04/28/2021,,L,240,105,42,87,48.3,7,21,33.3,14,17,82.4,3,21,24,24,8,6,13,19,-49
305,UTA,UTA @ SAC,04/28/2021,,W,240,154,55,86,64.0,24,41,58.5,20,21,95.2,8,39,47,36,4,9,14,15,49
306,SAS,SAS @ MIA,04/28/2021,,L,240,111,41,88,46.6,10,32,31.3,19,24,79.2,7,33,40,26,6,3,9,20,-5
307,MIA,MIA vs. SAS,04/28/2021,,W,240,116,43,85,50.6,9,25,36.0,21,24,87.5,10,38,48,26,4,1,13,23,5
308,CLE,CLE vs. ORL,04/28/2021,,L,240,104,37,92,40.2,12,44,27.3,18,24,75.0,13,32,45,30,12,3,13,15,-5
309,ORL,ORL @ CLE,04/28/2021,,W,240,109,43,85,50.6,10,29,34.5,13,20,65.0,9,40,49,26,9,7,15,21,5
310,CHA,CHA @ BOS,04/28/2021,,L,240,111,37,87,42.5,13,35,37.1,24,32,75.0,11,22,33,29,7,5,11,18,-9
311,BOS,BOS vs. CHA,04/28/2021,,W,240,120,44,92,47.8,15,40,37.5,17,22,77.3,19,35,54,26,9,8,14,24,9
312,PHX,PHX vs. LAC,04/28/2021,,W,240,109,43,91,47.3,13,37,35.1,10,13,76.9,15,30,45,23,9,4,10,11,8
313,LAC,LAC @ PHX,04/28/2021,,L,240,101,41,80,51.3,12,31,38.7,7,9,77.8,5,31,36,24,8,0,15,16,-8
314,CHI,CHI @ NYK,04/28/2021,,L,240,94,39,85,45.9,10,29,34.5,6,10,60.0,7,36,43,29,2,4,14,12,-19
315,NYK,NYK vs. CHI,04/28/2021,,W,240,113,42,91,46.2,12,27,44.4,17,19,89.5,9,32,41,27,10,9,4,16,19
316,PHI,PHI vs. ATL,04/28/2021,,W,240,127,48,89,53.9,16,36,44.4,15,22,68.2,11,35,46,29,12,10,8,22,44
317,ATL,ATL @ PHI,04/28/2021,,L,240,83,27,81,33.3,6,19,31.6,23,29,79.3,17,30,47,17,3,3,15,18,-44
318,BKN,BKN @ TOR,04/27/2021,,W,240,116,40,83,48.2,18,45,40.0,18,18,100,7,34,41,30,9,6,11,20,13
319,TOR,TOR vs. BKN,04/27/2021,,L,240,103,36,91,39.6,15,43,34.9,16,19,84.2,15,32,47,24,5,3,13,19,-13
320,CHA,CHA vs. MIL,04/27/2021,,L,240,104,38,82,46.3,12,35,34.3,16,23,69.6,7,31,38,26,6,7,18,17,-10
321,MIL,MIL @ CHA,04/27/2021,,W,240,114,47,93,50.5,9,35,25.7,11,14,78.6,9,39,48,28,13,3,15,24,10
322,POR,POR @ IND,04/27/2021,,W,240,133,50,106,47.2,20,35,57.1,13,16,81.3,20,37,57,26,6,5,13,19,21
323,IND,IND vs. POR,04/27/2021,,L,240,112,40,86,46.5,10,30,33.3,22,28,78.6,7,31,38,25,6,12,13,17,-21
324,MIN,MIN @ HOU,04/27/2021,,W,240,114,45,93,48.4,10,38,26.3,14,25,56.0,12,36,48,29,10,6,14,20,7
325,HOU,HOU vs. MIN,04/27/2021,,L,240,107,42,86,48.8,7,31,22.6,16,22,72.7,8,37,45,24,9,4,17,22,-7
326,BOS,BOS vs. OKC,04/27/2021,,L,240,115,41,97,42.3,11,49,22.4,22,25,88.0,8,31,39,21,16,7,14,26,-4
327,OKC,OKC @ BOS,04/27/2021,,W,240,119,39,81,48.1,13,30,43.3,28,36,77.8,10,41,51,25,5,3,27,24,4
328,DAL,DAL @ GSW,04/27/2021,,W,240,133,48,92,52.2,18,35,51.4,19,22,86.4,9,41,50,21,9,4,13,19,30
329,GSW,GSW vs. DAL,04/27/2021,,L,240,103,34,84,40.5,16,43,37.2,19,24,79.2,10,33,43,25,11,5,18,18,-30
330,NOP,NOP vs. LAC,04/26/2021,,W,240,120,44,82,53.7,15,29,51.7,17,26,65.4,8,36,44,28,13,5,16,18,17
331,LAC,LAC @ NOP,04/26/2021,,L,240,103,36,90,40.0,14,45,31.1,17,17,100,13,31,44,20,5,5,19,23,-17
332,CLE,CLE @ TOR,04/26/2021,,L,240,96,36,83,43.4,10,38,26.3,14,16,87.5,9,28,37,25,6,3,14,16,-16
333,TOR,TOR vs. CLE,04/26/2021,,W,240,112,43,79,54.4,8,29,27.6,18,20,90.0,5,35,40,32,7,5,13,19,16
334,SAS,SAS @ WAS,04/26/2021,,W,265,146,55,103,53.4,6,17,35.3,30,35,85.7,13,31,44,27,6,1,6,21,3
335,WAS,WAS vs. SAS,04/26/2021,,L,265,143,58,109,53.2,6,20,30.0,21,25,84.0,18,32,50,26,4,8,8,23,-3
336,MIN,MIN vs. UTA,04/26/2021,,W,240,105,37,83,44.6,16,44,36.4,15,21,71.4,8,40,48,29,7,4,16,21,1
337,UTA,UTA @ MIN,04/26/2021,,L,240,104,37,95,38.9,16,57,28.1,14,19,73.7,16,33,49,24,9,6,11,18,-1
338,DEN,DEN vs. MEM,04/26/2021,,W,240,120,45,94,47.9,11,33,33.3,19,22,86.4,8,40,48,25,8,3,11,20,24
339,MEM,MEM @ DEN,04/26/2021,,L,240,96,34,81,42.0,4,32,12.5,24,31,77.4,6,39,45,20,8,6,16,22,-24
340,SAC,SAC vs. DAL,04/26/2021,,W,240,113,42,81,51.9,13,29,44.8,16,18,88.9,11,35,46,23,6,4,18,15,7
341,DAL,DAL @ SAC,04/26/2021,,L,240,106,43,92,46.7,12,42,28.6,8,14,57.1,14,26,40,24,9,2,10,15,-7
342,ATL,ATL @ DET,04/26/2021,,L,240,86,33,85,38.8,4,27,14.8,16,17,94.1,9,36,45,19,10,4,16,17,-14
343,DET,DET vs. ATL,04/26/2021,,W,240,100,40,84,47.6,9,26,34.6,11,15,73.3,8,39,47,22,9,8,14,16,14
344,CHI,CHI @ MIA,04/26/2021,,W,240,110,41,77,53.2,11,29,37.9,17,22,77.3,9,42,51,33,3,4,18,21,8
345,MIA,MIA vs. CHI,04/26/2021,,L,240,102,36,84,42.9,7,36,19.4,23,25,92.0,6,28,34,18,13,4,6,19,-8
346,ORL,ORL vs. LAL,04/26/2021,,L,240,103,36,76,47.4,11,25,44.0,20,24,83.3,4,24,28,16,5,3,11,18,-11
347,LAL,LAL @ ORL,04/26/2021,,W,240,114,47,87,54.0,11,31,35.5,9,14,64.3,9,35,44,23,8,5,12,18,11
348,PHX,PHX @ NYK,04/26/2021,,W,240,118,45,83,54.2,14,34,41.2,14,17,82.4,5,32,37,23,5,6,12,13,8
349,NYK,NYK vs. PHX,04/26/2021,,L,240,110,45,87,51.7,12,29,41.4,8,10,80.0,6,29,35,24,6,1,11,19,-8
350,PHI,PHI vs. OKC,04/26/2021,,W,240,121,47,86,54.7,14,31,45.2,13,18,72.2,10,31,41,27,22,7,21,19,31
351,OKC,OKC @ PHI,04/26/2021,,L,240,90,35,78,44.9,7,30,23.3,13,23,56.5,11,27,38,21,11,1,30,16,-31
352,CLE,CLE @ WAS,04/25/2021,,L,240,110,40,78,51.3,10,27,37.0,20,25,80.0,10,27,37,28,5,4,19,25,-9
353,WAS,WAS vs. CLE,04/25/2021,,W,240,119,43,89,48.3,12,31,38.7,21,26,80.8,10,26,36,25,11,6,10,21,9
354,BOS,BOS @ CHA,04/25/2021,,L,240,104,34,88,38.6,14,41,34.1,22,26,84.6,11,30,41,18,6,2,13,13,-21
355,CHA,CHA vs. BOS,04/25/2021,,W,240,125,47,93,50.5,21,43,48.8,10,11,90.9,10,36,46,39,7,8,11,21,21
356,ATL,ATL vs. MIL,04/25/2021,,W,240,111,40,88,45.5,13,35,37.1,18,23,78.3,5,39,44,23,6,1,10,20,7
357,MIL,MIL @ ATL,04/25/2021,,L,240,104,39,81,48.1,8,28,28.6,18,23,78.3,4,37,41,20,6,6,12,18,-7
358,MEM,MEM @ POR,04/25/2021,,W,240,120,42,91,46.2,12,23,52.2,24,28,85.7,8,46,54,22,9,7,15,22,7
359,POR,POR vs. MEM,04/25/2021,,L,240,113,39,105,37.1,14,38,36.8,21,25,84.0,15,38,53,21,11,6,11,22,-7
360,ORL,ORL vs. IND,04/25/2021,,L,240,112,40,101,39.6,10,32,31.3,22,28,78.6,15,36,51,22,9,3,7,14,-19
361,IND,IND @ ORL,04/25/2021,,W,240,131,50,91,54.9,15,32,46.9,16,18,88.9,5,43,48,28,3,5,13,20,19
362,BKN,BKN vs. PHX,04/25/2021,,W,240,128,46,87,52.9,13,28,46.4,23,27,85.2,11,33,44,30,6,4,11,17,9
363,PHX,PHX @ BKN,04/25/2021,,L,240,119,43,90,47.8,12,34,35.3,21,25,84.0,15,28,43,22,5,3,12,24,-9
364,SAC,SAC @ GSW,04/25/2021,,L,240,113,41,86,47.7,14,37,37.8,17,22,77.3,6,31,37,22,8,5,11,15,-4
365,GSW,GSW vs. SAC,04/25/2021,,W,240,117,46,95,48.4,14,36,38.9,11,15,73.3,17,36,53,30,5,3,17,16,4
366,SAS,SAS @ NOP,04/24/2021,,W,240,110,37,85,43.5,9,31,29.0,27,32,84.4,9,37,46,22,9,8,17,23,2
367,NOP,NOP vs. SAS,04/24/2021,,L,240,108,41,87,47.1,9,22,40.9,17,32,53.1,10,38,48,20,12,1,20,24,-2
368,DEN,DEN vs. HOU,04/24/2021,,W,240,129,50,84,59.5,16,37,43.2,13,16,81.3,1,35,36,36,8,8,15,22,13
369,HOU,HOU @ DEN,04/24/2021,,L,240,116,41,82,50.0,15,40,37.5,19,28,67.9,6,29,35,27,10,1,16,16,-13
370,DAL,DAL vs. LAL,04/24/2021,,W,240,108,38,78,48.7,13,30,43.3,19,25,76.0,10,41,51,26,3,2,18,17,15
371,LAL,LAL @ DAL,04/24/2021,,L,240,93,33,86,38.4,12,45,26.7,15,19,78.9,6,30,36,22,11,4,9,22,-15
372,IND,IND vs. DET,04/24/2021,,W,240,115,40,96,41.7,10,32,31.3,25,35,71.4,9,30,39,28,10,9,5,21,6
373,DET,DET @ IND,04/24/2021,,L,240,109,39,96,40.6,10,34,29.4,21,26,80.8,15,47,62,26,3,7,18,25,-6
374,MIN,MIN @ UTA,04/24/2021,,W,240,101,40,92,43.5,9,38,23.7,12,20,60.0,11,36,47,15,13,2,14,19,5
375,UTA,UTA vs. MIN,04/24/2021,,L,240,96,33,82,40.2,19,47,40.4,11,15,73.3,9,36,45,24,9,5,20,21,-5
376,PHI,PHI @ MIL,04/24/2021,,L,240,94,31,82,37.8,7,31,22.6,25,34,73.5,10,31,41,15,11,4,17,20,-38
377,MIL,MIL vs. PHI,04/24/2021,,W,240,132,49,95,51.6,18,40,45.0,16,24,66.7,16,39,55,33,10,4,16,28,38
378,CHI,CHI @ MIA,04/24/2021,,L,240,101,38,79,48.1,13,38,34.2,12,13,92.3,6,36,42,28,7,2,18,20,-5
379,MIA,MIA vs. CHI,04/24/2021,,W,240,106,36,80,45.0,14,37,37.8,20,24,83.3,6,31,37,22,11,2,13,12,5
380,NYK,NYK vs. TOR,04/24/2021,,W,240,120,42,75,56.0,16,31,51.6,20,24,83.3,5,39,44,20,4,4,15,17,17
381,TOR,TOR @ NYK,04/24/2021,,L,240,103,36,83,43.4,17,44,38.6,14,19,73.7,5,28,33,31,6,3,7,19,-17
382,WAS,WAS @ OKC,04/23/2021,,W,240,129,48,93,51.6,18,32,56.3,15,16,93.8,12,38,50,25,7,7,20,23,20
383,OKC,OKC vs. WAS,04/23/2021,,L,240,109,39,93,41.9,10,33,30.3,21,25,84.0,14,26,40,18,12,7,17,17,-20
384,CHA,CHA vs. CLE,04/23/2021,,W,240,108,40,94,42.6,14,40,35.0,14,18,77.8,15,23,38,26,7,1,5,16,6
385,CLE,CLE @ CHA,04/23/2021,,L,240,102,41,80,51.3,10,30,33.3,10,14,71.4,11,36,47,27,4,1,17,20,-6
386,MIA,MIA @ ATL,04/23/2021,,L,240,103,38,79,48.1,13,37,35.1,14,16,87.5,6,24,30,24,10,5,13,18,-15
387,ATL,ATL vs. MIA,04/23/2021,,W,240,118,43,80,53.8,15,35,42.9,17,19,89.5,8,30,38,24,12,2,14,17,15
388,MEM,MEM @ POR,04/23/2021,,W,240,130,52,98,53.1,9,30,30.0,17,22,77.3,8,31,39,33,7,5,9,21,2
389,POR,POR vs. MEM,04/23/2021,,L,240,128,46,96,47.9,14,35,40.0,22,27,81.5,14,36,50,28,6,3,12,20,-2
390,HOU,HOU vs. LAC,04/23/2021,,L,240,104,36,89,40.4,13,42,31.0,19,22,86.4,9,38,47,24,7,5,14,19,-5
391,LAC,LAC @ HOU,04/23/2021,,W,240,109,39,97,40.2,12,34,35.3,19,23,82.6,14,44,58,22,8,3,14,19,5
392,BOS,BOS @ BKN,04/23/2021,,L,240,104,38,94,40.4,17,42,40.5,11,16,68.8,15,39,54,21,6,6,19,20,-5
393,BKN,BKN vs. BOS,04/23/2021,,W,240,109,37,86,43.0,11,32,34.4,24,28,85.7,6,41,47,26,12,7,11,19,5
394,DEN,DEN @ GSW,04/23/2021,,L,240,97,34,88,38.6,13,46,28.3,16,20,80.0,6,30,36,26,9,7,9,14,-21
395,GSW,GSW vs. DEN,04/23/2021,,W,240,118,45,84,53.6,15,39,38.5,13,18,72.2,7,45,52,40,8,4,15,15,21
396,DAL,DAL vs. LAL,04/22/2021,,W,240,115,40,82,48.8,9,24,37.5,26,36,72.2,9,29,38,23,11,5,12,15,5
397,LAL,LAL @ DAL,04/22/2021,,L,240,110,43,90,47.8,10,30,33.3,14,17,82.4,12,33,45,26,7,5,16,28,-5
398,MIL,MIL vs. PHI,04/22/2021,,W,240,124,45,81,55.6,20,40,50.0,14,23,60.9,6,39,45,32,6,8,16,16,7
399,PHI,PHI @ MIL,04/22/2021,,L,240,117,46,91,50.5,12,27,44.4,13,18,72.2,7,26,33,27,7,3,9,17,-7
400,NOP,NOP @ ORL,04/22/2021,,W,240,135,50,90,55.6,12,28,42.9,23,26,88.5,12,46,58,34,2,3,15,16,35
401,ORL,ORL vs. NOP,04/22/2021,,L,240,100,36,98,36.7,13,36,36.1,15,19,78.9,13,27,40,13,6,6,6,18,-35
402,PHX,PHX @ BOS,04/22/2021,,L,240,86,36,88,40.9,6,35,17.1,8,9,88.9,10,28,38,18,10,2,17,23,-13
403,BOS,BOS vs. PHX,04/22/2021,,W,240,99,33,77,42.9,12,40,30.0,21,24,87.5,10,38,48,20,7,2,23,12,13
404,CHA,CHA @ CHI,04/22/2021,,L,240,91,35,82,42.7,8,31,25.8,13,17,76.5,7,31,38,30,5,3,14,18,-17
405,CHI,CHI vs. CHA,04/22/2021,,W,240,108,43,87,49.4,14,43,32.6,8,11,72.7,11,39,50,30,8,2,18,14,17
406,SAS,SAS vs. DET,04/22/2021,,W,240,106,37,80,46.3,11,24,45.8,21,27,77.8,11,32,43,28,12,7,10,19,15
407,DET,DET @ SAS,04/22/2021,,L,240,91,35,77,45.5,8,22,36.4,13,22,59.1,9,34,43,15,2,5,18,22,-15
408,BKN,BKN @ TOR,04/21/2021,,L,240,103,36,91,39.6,13,41,31.7,18,23,78.3,12,38,50,19,3,6,13,17,-11
409,TOR,TOR vs. BKN,04/21/2021,,W,240,114,39,90,43.3,18,47,38.3,18,21,85.7,9,39,48,23,7,8,11,20,11
410,WAS,WAS vs. GSW,04/21/2021,,W,240,118,38,91,41.8,10,28,35.7,32,38,84.2,15,46,61,23,12,7,23,16,4
411,GSW,GSW @ WAS,04/21/2021,,L,240,114,40,101,39.6,15,45,33.3,19,21,90.5,10,34,44,22,15,5,17,23,-4
412,MIN,MIN @ SAC,04/21/2021,,L,240,125,46,87,52.9,15,34,44.1,18,22,81.8,9,25,34,30,7,4,12,21,-3
413,SAC,SAC vs. MIN,04/21/2021,,W,240,128,43,74,58.1,17,33,51.5,25,31,80.6,4,29,33,29,7,5,14,20,3
414,DET,DET @ DAL,04/21/2021,,L,240,117,40,79,50.6,13,32,40.6,24,31,77.4,7,35,42,30,2,2,14,24,-10
415,DAL,DAL vs. DET,04/21/2021,,W,240,127,46,92,50.0,16,43,37.2,19,26,73.1,11,32,43,25,8,2,6,22,10
416,IND,IND vs. OKC,04/21/2021,,W,240,122,46,101,45.5,14,40,35.0,16,20,80.0,14,33,47,30,13,7,11,16,6
417,OKC,OKC @ IND,04/21/2021,,L,240,116,48,104,46.2,9,29,31.0,11,16,68.8,17,38,55,26,8,3,17,18,-6
418,DEN,DEN @ POR,04/21/2021,,W,240,106,39,88,44.3,13,39,33.3,15,17,88.2,16,30,46,24,7,5,14,16,1
419,POR,POR vs. DEN,04/21/2021,,L,240,105,40,87,46.0,12,36,33.3,13,15,86.7,9,32,41,21,7,2,11,16,-1
420,CHI,CHI @ CLE,04/21/2021,,L,240,105,39,79,49.4,13,37,35.1,14,18,77.8,7,34,41,27,6,4,20,24,-16
421,CLE,CLE vs. CHI,04/21/2021,,W,240,121,45,88,51.1,16,36,44.4,15,19,78.9,9,32,41,27,8,1,12,19,16
422,UTA,UTA @ HOU,04/21/2021,,W,240,112,41,90,45.6,17,46,37.0,13,16,81.3,9,52,61,27,7,4,12,16,23
423,HOU,HOU vs. UTA,04/21/2021,,L,240,89,35,99,35.4,10,49,20.4,9,17,52.9,12,38,50,17,7,5,11,21,-23
424,LAC,LAC vs. MEM,04/21/2021,,W,240,117,38,84,45.2,14,27,51.9,27,36,75.0,10,33,43,28,4,5,13,17,12
425,MEM,MEM @ LAC,04/21/2021,,L,240,105,38,84,45.2,13,30,43.3,16,23,69.6,11,31,42,19,6,8,13,29,-12
426,ATL,ATL @ NYK,04/21/2021,,L,265,127,49,102,48.0,12,34,35.3,17,24,70.8,12,29,41,28,10,3,10,18,-10
427,NYK,NYK vs. ATL,04/21/2021,,W,265,137,49,91,53.8,19,35,54.3,20,25,80.0,8,41,49,29,8,3,17,19,10
428,MIA,MIA @ SAS,04/21/2021,,W,240,107,39,83,47.0,13,31,41.9,16,20,80.0,9,35,44,28,8,1,8,20,20
429,SAS,SAS vs. MIA,04/21/2021,,L,240,87,31,77,40.3,10,35,28.6,15,20,75.0,7,31,38,21,1,7,11,15,-20
430,PHX,PHX @ PHI,04/21/2021,,W,240,116,41,86,47.7,15,42,35.7,19,21,90.5,10,23,33,30,7,8,10,21,3
431,PHI,PHI vs. PHX,04/21/2021,,L,240,113,41,80,51.3,13,25,52.0,18,26,69.2,14,30,44,24,7,7,17,19,-3
432,BKN,BKN @ NOP,04/20/2021,,W,240,134,49,89,55.1,14,37,37.8,22,28,78.6,10,34,44,30,7,2,13,21,5
433,NOP,NOP vs. BKN,04/20/2021,,L,240,129,51,91,56.0,12,33,36.4,15,24,62.5,7,30,37,28,5,2,13,21,-5
434,MIN,MIN @ SAC,04/20/2021,,W,240,134,51,90,56.7,18,43,41.9,14,19,73.7,12,38,50,34,5,9,18,16,14
435,SAC,SAC vs. MIN,04/20/2021,,L,240,120,44,97,45.4,18,42,42.9,14,16,87.5,13,26,39,28,10,3,11,17,-14
436,ORL,ORL @ ATL,04/20/2021,,L,240,96,34,86,39.5,8,37,21.6,20,29,69.0,6,34,40,13,11,3,10,19,-16
437,ATL,ATL vs. ORL,04/20/2021,,W,240,112,39,94,41.5,9,34,26.5,25,29,86.2,18,47,65,20,6,3,14,22,16
438,LAC,LAC @ POR,04/20/2021,,W,240,113,45,90,50.0,11,38,28.9,12,15,80.0,10,35,45,24,3,3,10,15,1
439,POR,POR vs. LAC,04/20/2021,,L,240,112,42,94,44.7,14,44,31.8,14,19,73.7,13,29,42,22,7,4,6,16,-1
440,CHA,CHA @ NYK,04/20/2021,,L,240,97,39,86,45.3,16,39,41.0,3,8,37.5,11,28,39,26,6,3,13,10,-12
441,NYK,NYK vs. CHA,04/20/2021,,W,240,109,40,83,48.2,18,45,40.0,11,12,91.7,11,28,39,22,5,6,12,13,12
442,OKC,OKC @ WAS,04/19/2021,,L,240,107,36,83,43.4,13,33,39.4,22,27,81.5,9,39,48,23,6,2,19,26,-12
443,WAS,WAS vs. OKC,04/19/2021,,W,240,119,46,91,50.5,10,31,32.3,17,29,58.6,8,34,42,31,8,2,12,19,12
444,MEM,MEM @ DEN,04/19/2021,,L,290,137,51,107,47.7,17,40,42.5,18,24,75.0,10,37,47,33,15,3,15,24,-2
445,DEN,DEN vs. MEM,04/19/2021,,W,290,139,51,102,50.0,15,39,38.5,22,26,84.6,13,45,58,30,6,6,24,19,2
446,SAS,SAS @ IND,04/19/2021,,W,240,109,36,84,42.9,8,28,28.6,29,35,82.9,9,48,57,27,4,4,12,23,15
447,IND,IND vs. SAS,04/19/2021,,L,240,94,34,104,32.7,8,34,23.5,18,27,66.7,14,40,54,20,4,7,7,27,-15
448,MIL,MIL vs. PHX,04/19/2021,,L,265,127,49,102,48.0,11,34,32.4,18,19,94.7,9,42,51,19,7,3,12,15,-1
449,PHX,PHX @ MIL,04/19/2021,,W,265,128,51,106,48.1,17,42,40.5,9,10,90.0,8,37,45,28,7,4,11,16,1
450,CLE,CLE @ DET,04/19/2021,,L,240,105,42,86,48.8,5,26,19.2,16,20,80.0,9,30,39,24,9,8,18,21,-4
451,DET,DET vs. CLE,04/19/2021,,W,240,109,42,86,48.8,10,27,37.0,15,21,71.4,10,34,44,25,8,5,17,22,4
452,HOU,HOU @ MIA,04/19/2021,,L,240,91,33,85,38.8,9,38,23.7,16,17,94.1,6,35,41,20,8,3,13,7,-22
453,MIA,MIA vs. HOU,04/19/2021,,W,240,113,45,93,48.4,19,48,39.6,4,7,57.1,11,41,52,31,7,5,15,19,22
454,CHI,CHI @ BOS,04/19/2021,,W,240,102,41,91,45.1,11,32,34.4,9,10,90.0,9,31,40,30,11,8,12,15,6
455,BOS,BOS vs. CHI,04/19/2021,,L,240,96,36,77,46.8,10,25,40.0,14,15,93.3,3,36,39,21,8,3,16,15,-6
456,UTA,UTA @ LAL,04/19/2021,,W,240,111,43,75,57.3,15,33,45.5,10,11,90.9,2,40,42,29,5,5,17,20,14
457,LAL,LAL vs. UTA,04/19/2021,,L,240,97,34,79,43.0,12,28,42.9,17,25,68.0,5,27,32,17,10,1,10,14,-14
458,GSW,GSW @ PHI,04/19/2021,,W,240,107,34,76,44.7,14,32,43.8,25,32,78.1,6,39,45,15,2,5,16,19,11
459,PHI,PHI vs. GSW,04/19/2021,,L,240,96,35,89,39.3,12,32,37.5,14,18,77.8,10,32,42,26,9,6,13,21,-11
460,OKC,OKC @ TOR,04/18/2021,,L,240,106,37,82,45.1,14,33,42.4,18,21,85.7,9,37,46,22,6,8,23,19,-6
461,TOR,TOR vs. OKC,04/18/2021,,W,240,112,37,96,38.5,17,38,44.7,21,24,87.5,16,31,47,23,9,5,15,15,6
462,CHA,CHA vs. POR,04/18/2021,,W,240,109,39,83,47.0,18,43,41.9,13,17,76.5,7,39,46,26,6,8,14,25,8
463,POR,POR @ CHA,04/18/2021,,L,240,101,36,91,39.6,10,36,27.8,19,28,67.9,13,34,47,18,7,3,9,17,-8
464,DAL,DAL vs. SAC,04/18/2021,,L,240,107,39,87,44.8,16,48,33.3,13,20,65.0,10,32,42,15,3,8,14,20,-14
465,SAC,SAC @ DAL,04/18/2021,,W,240,121,44,89,49.4,11,24,45.8,22,25,88.0,10,32,42,22,11,3,8,19,14
466,IND,IND @ ATL,04/18/2021,,L,240,117,45,92,48.9,10,32,31.3,17,20,85.0,8,33,41,33,7,5,12,27,-12
467,ATL,ATL vs. IND,04/18/2021,,W,240,129,45,92,48.9,13,32,40.6,26,34,76.5,14,37,51,20,8,7,10,19,12
468,MIA,MIA vs. BKN,04/18/2021,,W,240,109,38,87,43.7,16,39,41.0,17,21,81.0,16,37,53,28,9,1,17,13,2
469,BKN,BKN @ MIA,04/18/2021,,L,240,107,39,82,47.6,17,43,39.5,12,18,66.7,8,30,38,26,10,6,11,17,-2
470,ORL,ORL vs. HOU,04/18/2021,,L,240,110,41,91,45.1,11,32,34.4,17,19,89.5,9,27,36,28,10,5,15,19,-4
471,HOU,HOU @ ORL,04/18/2021,,W,240,114,42,82,51.2,16,34,47.1,14,20,70.0,10,33,43,26,7,7,19,21,4
472,MIN,MIN @ LAC,04/18/2021,,L,240,105,36,88,40.9,17,45,37.8,16,21,76.2,6,31,37,27,6,7,11,21,-19
